car_type,hour,day_of_week,multiplier
PICKUP,10,0,1.698
SUV,10,4,1.531
PICKUP,6,5,1.621
PICKUP,3,2,1.273
PICKUP,1,4,1.267
SEDAN,15,1,1.207
SEDAN,10,4,1.213
XE_MAY,19,6,0.653
PICKUP,1,6,1.631
SUV,13,3,1.233
SEDAN,1,1,0.915
XE_MAY,21,3,0.443
SUV,8,5,1.973
SEDAN,2,1,0.886
XE_MAY,8,3,0.605
XE_MAY,9,6,0.792
PICKUP,13,4,1.376
SEDAN,21,2,0.876
SEDAN,1,0,0.88
PICKUP,10,6,2.198
SUV,5,1,1.149
SUV,13,3,1.216
PICKUP,17,5,2.215
SEDAN,22,3,0.891
SUV,22,4,1.124
PICKUP,0,4,1.292
SEDAN,2,5,1.158
SEDAN,10,5,1.557
SUV,0,1,1.092
PICKUP,4,3,1.228
SUV,3,6,1.441
PICKUP,8,4,1.632
XE_MAY,14,6,0.655
SEDAN,20,3,0.996
XE_MAY,1,1,0.451
SEDAN,13,5,1.275
SEDAN,19,3,0.988
SEDAN,11,1,1.01
SEDAN,21,4,0.925
XE_MAY,11,6,0.632
SUV,0,2,1.151
SUV,16,6,1.959
XE_MAY,22,3,0.452
PICKUP,13,3,1.4
SUV,11,6,1.583
PICKUP,16,6,2.13
SUV,3,1,1.132
PICKUP,13,2,1.387
SEDAN,17,4,1.23
SEDAN,17,3,1.193
PICKUP,9,6,2.137
PICKUP,20,2,1.418
XE_MAY,2,6,0.578
XE_MAY,2,5,0.586
XE_MAY,19,3,0.506
XE_MAY,15,5,0.799
XE_MAY,20,3,0.509
XE_MAY,21,2,0.455
PICKUP,6,1,1.274
PICKUP,17,3,1.725
XE_MAY,6,6,0.578
PICKUP,3,2,1.222
PICKUP,13,6,1.795
PICKUP,0,2,1.239
SEDAN,16,2,1.212
SUV,21,2,1.134
SUV,13,5,1.634
SEDAN,0,3,0.874
XE_MAY,0,0,0.456
SEDAN,11,6,1.286
SUV,10,1,1.515
PICKUP,7,4,1.405
PICKUP,6,4,1.248
PICKUP,1,6,1.602
PICKUP,4,5,1.598
PICKUP,23,1,1.285
PICKUP,10,4,1.722
SEDAN,13,1,1.009
XE_MAY,22,6,0.571
SEDAN,16,0,1.193
PICKUP,20,2,1.419
SEDAN,10,1,1.22
XE_MAY,2,0,0.44
PICKUP,0,5,1.589
SEDAN,0,4,0.911
XE_MAY,18,3,0.496
XE_MAY,23,5,0.576
SEDAN,14,5,1.262
SUV,5,1,1.128
SEDAN,9,1,1.225
SEDAN,23,6,1.202
PICKUP,8,5,2.193
XE_MAY,8,0,0.601
SEDAN,20,0,0.975
XE_MAY,3,3,0.451
XE_MAY,3,1,0.447
SUV,8,1,1.51
XE_MAY,2,3,0.447
SUV,6,3,1.107
XE_MAY,15,6,0.761
XE_MAY,13,0,0.494
PICKUP,20,0,1.366
SEDAN,21,3,0.883
PICKUP,10,5,2.248
PICKUP,5,1,1.256
SUV,0,1,1.127
XE_MAY,3,2,0.46
SUV,15,4,1.545
XE_MAY,5,4,0.452
SUV,3,1,1.146
XE_MAY,17,0,0.594
SEDAN,6,6,1.156
SUV,3,1,1.118
XE_MAY,10,1,0.606
SEDAN,2,5,1.183
SEDAN,8,2,1.187
PICKUP,6,0,1.232
SUV,22,4,1.134
SUV,14,5,1.589
PICKUP,13,4,1.407
PICKUP,6,2,1.275
SEDAN,6,5,1.184
SUV,12,0,1.269
SUV,5,6,1.495
SEDAN,23,3,0.9
PICKUP,14,3,1.419
SUV,10,4,1.511
XE_MAY,19,3,0.491
PICKUP,6,4,1.224
SUV,11,5,1.604
XE_MAY,14,1,0.498
XE_MAY,16,2,0.604
PICKUP,9,4,1.715
SUV,12,0,1.227
XE_MAY,5,6,0.572
SUV,13,6,1.67
SEDAN,11,1,0.976
XE_MAY,6,5,0.584
SUV,11,1,1.256
SUV,3,0,1.128
SUV,22,0,1.097
SUV,6,3,1.095
SUV,7,4,1.22
XE_MAY,12,2,0.503
SEDAN,16,1,1.203
XE_MAY,17,2,0.59
XE_MAY,18,5,0.655
PICKUP,21,6,1.669
PICKUP,10,6,2.124
SUV,6,1,1.125
XE_MAY,15,3,0.607
XE_MAY,8,3,0.591
XE_MAY,3,3,0.445
SEDAN,19,2,1.007
PICKUP,7,4,1.433
XE_MAY,9,0,0.611
XE_MAY,14,2,0.502
SEDAN,12,0,1.014
XE_MAY,10,5,0.774
XE_MAY,2,3,0.454
XE_MAY,13,5,0.649
SUV,8,2,1.472
SUV,12,0,1.265
SUV,15,4,1.505
XE_MAY,12,2,0.496
PICKUP,15,6,2.238
XE_MAY,11,4,0.486
XE_MAY,0,1,0.445
XE_MAY,0,1,0.438
XE_MAY,10,6,0.792
PICKUP,7,1,1.417
XE_MAY,6,5,0.579
SUV,17,0,1.516
XE_MAY,8,6,0.775
XE_MAY,3,0,0.457
SUV,2,2,1.122
SUV,22,4,1.119
PICKUP,8,5,2.241
SEDAN,4,4,0.887
PICKUP,3,1,1.231
SUV,4,6,1.47
PICKUP,20,3,1.439
XE_MAY,16,4,0.596
SEDAN,18,3,0.974
PICKUP,8,2,1.664
PICKUP,7,0,1.4
SUV,9,5,1.91
XE_MAY,11,4,0.505
SEDAN,21,5,1.205
SEDAN,22,0,0.897
XE_MAY,15,0,0.595
SEDAN,0,5,1.163
SEDAN,14,6,1.27
PICKUP,6,3,1.289
XE_MAY,10,1,0.597
SUV,9,5,1.937
PICKUP,20,1,1.413
XE_MAY,4,1,0.448
SUV,12,3,1.261
SEDAN,12,1,0.974
XE_MAY,8,3,0.611
SEDAN,21,2,0.924
XE_MAY,4,3,0.454
XE_MAY,23,0,0.462
SEDAN,0,3,0.881
SEDAN,8,0,1.198
PICKUP,21,4,1.268
PICKUP,11,2,1.407
XE_MAY,17,0,0.596
SUV,13,1,1.238
SEDAN,12,4,0.978
PICKUP,16,2,1.669
XE_MAY,14,2,0.49
SUV,3,0,1.141
PICKUP,23,3,1.238
SEDAN,9,1,1.168
PICKUP,5,4,1.264
SUV,16,4,1.509
PICKUP,16,3,1.717
XE_MAY,21,0,0.452
SEDAN,3,1,0.892
XE_MAY,1,0,0.458
SUV,7,0,1.253
XE_MAY,8,1,0.585
PICKUP,12,3,1.406
XE_MAY,7,5,0.666
SUV,15,1,1.491
SEDAN,6,2,0.889
SUV,22,4,1.101
SUV,23,0,1.101
XE_MAY,5,4,0.448
PICKUP,23,2,1.267
SEDAN,5,2,0.877
XE_MAY,5,1,0.462
SUV,14,1,1.269
XE_MAY,21,3,0.452
PICKUP,10,0,1.713
SEDAN,8,0,1.17
SEDAN,21,6,1.168
XE_MAY,19,2,0.504
PICKUP,18,0,1.428
PICKUP,7,3,1.424
XE_MAY,1,6,0.577
XE_MAY,18,5,0.667
SUV,7,4,1.222
SEDAN,4,6,1.196
XE_MAY,3,2,0.463
SUV,14,3,1.226
SUV,17,2,1.52
PICKUP,8,2,1.634
PICKUP,0,6,1.629
SUV,9,5,1.952
SUV,16,6,1.959
PICKUP,3,2,1.293
XE_MAY,4,3,0.455
SEDAN,21,1,0.899
SUV,15,0,1.528
SEDAN,18,5,1.335
PICKUP,11,1,1.36
XE_MAY,6,3,0.463
XE_MAY,8,5,0.761
PICKUP,16,1,1.712
SUV,21,2,1.11
SUV,12,4,1.222
PICKUP,8,2,1.674
SEDAN,1,4,0.908
SUV,19,0,1.241
PICKUP,14,4,1.363
SUV,9,0,1.509
XE_MAY,15,5,0.799
SEDAN,14,5,1.291
SEDAN,16,2,1.18
SEDAN,9,3,1.196
SUV,2,6,1.423
SUV,0,3,1.147
XE_MAY,6,2,0.459
XE_MAY,1,3,0.452
SUV,0,3,1.115
SUV,21,6,1.489
XE_MAY,1,2,0.451
SEDAN,11,2,1.02
SEDAN,2,5,1.179
SUV,4,5,1.487
SEDAN,13,4,1.006
XE_MAY,9,1,0.597
XE_MAY,15,2,0.616
SEDAN,21,5,1.173
PICKUP,13,3,1.409
XE_MAY,8,2,0.59
SUV,5,4,1.133
PICKUP,21,2,1.265
SEDAN,21,6,1.148
SEDAN,8,1,1.168
PICKUP,17,1,1.691
SUV,9,0,1.524
SUV,18,5,1.627
PICKUP,17,1,1.652
PICKUP,13,0,1.414
SEDAN,16,3,1.17
SUV,16,5,1.943
SUV,14,2,1.225
PICKUP,14,3,1.373
PICKUP,14,0,1.375
XE_MAY,13,0,0.497
SEDAN,19,2,0.973
SEDAN,18,4,0.994
SUV,4,4,1.126
SUV,1,6,1.461
PICKUP,4,3,1.251
XE_MAY,14,6,0.663
PICKUP,1,0,1.233
XE_MAY,8,6,0.78
XE_MAY,10,4,0.584
XE_MAY,9,4,0.585
PICKUP,22,2,1.266
XE_MAY,3,5,0.587
XE_MAY,22,1,0.46
SEDAN,17,5,1.565
PICKUP,4,1,1.295
SEDAN,9,5,1.518
SUV,23,0,1.098
PICKUP,19,5,1.77
SEDAN,3,0,0.883
XE_MAY,4,4,0.451
XE_MAY,16,0,0.605
SEDAN,6,0,0.875
PICKUP,0,6,1.682
PICKUP,12,0,1.429
XE_MAY,9,3,0.593
PICKUP,5,6,1.596
SEDAN,17,2,1.176
PICKUP,21,4,1.232
XE_MAY,13,1,0.489
XE_MAY,5,1,0.451
SEDAN,5,4,0.886
SEDAN,15,3,1.19
SUV,9,5,2.007
XE_MAY,18,3,0.506
SUV,21,2,1.155
PICKUP,12,5,1.781
XE_MAY,14,3,0.496
PICKUP,4,0,1.264
SUV,14,0,1.218
PICKUP,0,4,1.223
SUV,1,5,1.477
PICKUP,1,2,1.271
SEDAN,14,5,1.293
PICKUP,8,0,1.679
SEDAN,11,4,0.995
SEDAN,11,5,1.263
PICKUP,16,0,1.663
SEDAN,20,1,0.981
SUV,20,5,1.586
SUV,14,5,1.67
SEDAN,8,6,1.569
SUV,12,0,1.267
PICKUP,12,3,1.384
SEDAN,18,5,1.292
SUV,4,5,1.439
SUV,18,4,1.22
SUV,18,4,1.226
PICKUP,2,0,1.282
XE_MAY,23,1,0.455
SEDAN,3,5,1.173
XE_MAY,15,5,0.779
PICKUP,10,6,2.239
SEDAN,23,6,1.14
SEDAN,3,1,0.888
PICKUP,13,0,1.387
XE_MAY,19,2,0.508
XE_MAY,1,6,0.602
XE_MAY,14,6,0.64
SUV,19,5,1.661
XE_MAY,5,2,0.459
XE_MAY,22,3,0.443
PICKUP,4,5,1.628
SEDAN,6,2,0.895
PICKUP,14,5,1.872
SUV,7,1,1.226
SEDAN,13,6,1.323
SEDAN,2,4,0.891
XE_MAY,20,5,0.659
XE_MAY,6,0,0.448
SEDAN,0,2,0.904
PICKUP,18,4,1.428
XE_MAY,10,1,0.611
PICKUP,6,6,1.674
SEDAN,18,6,1.266
PICKUP,16,2,1.699
SUV,19,4,1.223
SEDAN,2,3,0.895
PICKUP,20,3,1.404
XE_MAY,18,0,0.497
SEDAN,16,2,1.201
XE_MAY,3,3,0.463
SEDAN,1,4,0.88
SUV,0,1,1.137
SUV,8,3,1.491
SUV,2,6,1.43
SEDAN,9,0,1.175
SEDAN,16,4,1.232
SUV,12,4,1.278
XE_MAY,17,5,0.799
XE_MAY,18,3,0.515
SUV,20,0,1.228
XE_MAY,10,3,0.595
SUV,6,2,1.136
XE_MAY,4,1,0.45
SUV,21,0,1.119
SEDAN,15,0,1.19
XE_MAY,11,0,0.503
PICKUP,19,5,1.828
XE_MAY,17,3,0.588
SEDAN,8,5,1.557
XE_MAY,3,0,0.451
PICKUP,16,1,1.687
SUV,13,3,1.228
SUV,7,0,1.268
XE_MAY,0,6,0.568
SEDAN,17,4,1.19
PICKUP,21,5,1.666
XE_MAY,17,3,0.602
XE_MAY,12,6,0.641
PICKUP,22,1,1.275
PICKUP,22,3,1.265
SEDAN,3,3,0.916
XE_MAY,19,2,0.507
SUV,6,2,1.132
PICKUP,1,1,1.259
SEDAN,2,4,0.88
XE_MAY,7,3,0.493
XE_MAY,0,6,0.582
SEDAN,1,0,0.905
XE_MAY,4,3,0.45
SEDAN,9,0,1.185
SUV,11,4,1.213
SEDAN,9,1,1.2
PICKUP,15,5,2.156
XE_MAY,21,0,0.456
XE_MAY,8,4,0.583
SEDAN,15,5,1.568
SUV,7,3,1.283
SUV,11,6,1.593
SUV,20,1,1.248
SUV,10,5,1.902
XE_MAY,1,2,0.453
PICKUP,22,4,1.264
PICKUP,8,0,1.671
SEDAN,4,6,1.172
SEDAN,9,5,1.597
SEDAN,3,2,0.884
SEDAN,1,1,0.874
PICKUP,20,6,1.859
PICKUP,3,0,1.266
PICKUP,1,2,1.29
SUV,18,3,1.257
SUV,2,0,1.146
SUV,19,3,1.245
PICKUP,0,6,1.663
PICKUP,12,3,1.435
XE_MAY,7,1,0.502
PICKUP,5,5,1.607
PICKUP,17,0,1.657
SUV,1,4,1.105
SUV,0,4,1.108
SUV,8,6,1.927
SEDAN,0,2,0.903
PICKUP,13,6,1.83
XE_MAY,3,4,0.448
PICKUP,23,5,1.649
SUV,17,3,1.462
PICKUP,18,5,1.775
SUV,5,3,1.103
PICKUP,23,1,1.261
SEDAN,0,2,0.885
SUV,2,1,1.11
SUV,10,4,1.491
PICKUP,1,4,1.284
SUV,11,2,1.214
SUV,20,6,1.64
XE_MAY,3,2,0.455
SUV,8,6,1.985
SEDAN,14,3,1.026
XE_MAY,14,0,0.486
PICKUP,1,2,1.234
PICKUP,20,6,1.862
SEDAN,13,0,0.998
XE_MAY,8,4,0.602
SUV,2,3,1.136
SEDAN,8,6,1.577
SUV,8,6,2.001
PICKUP,4,1,1.298
SEDAN,4,6,1.185
XE_MAY,7,0,0.494
XE_MAY,5,5,0.598
PICKUP,18,2,1.362
XE_MAY,17,5,0.767
SEDAN,1,5,1.198
SUV,8,0,1.478
SUV,17,5,1.917
XE_MAY,19,1,0.489
SUV,3,0,1.149
PICKUP,3,4,1.26
XE_MAY,7,1,0.505
SUV,18,2,1.23
PICKUP,2,5,1.663
PICKUP,9,1,1.706
XE_MAY,10,4,0.593
SUV,10,3,1.492
SUV,15,2,1.474
XE_MAY,5,2,0.463
XE_MAY,9,1,0.605
XE_MAY,3,4,0.462
SEDAN,10,4,1.186
SUV,6,3,1.144
XE_MAY,21,5,0.594
SEDAN,12,6,1.315
XE_MAY,2,1,0.463
PICKUP,17,5,2.17
XE_MAY,16,6,0.763
XE_MAY,19,3,0.505
PICKUP,10,2,1.703
SEDAN,18,2,1.005
SEDAN,10,1,1.179
SUV,7,3,1.25
SUV,23,0,1.112
SEDAN,14,5,1.294
PICKUP,11,0,1.412
SUV,17,4,1.522
XE_MAY,11,5,0.64
PICKUP,19,1,1.392
PICKUP,13,1,1.381
SEDAN,17,1,1.178
PICKUP,21,4,1.281
SEDAN,19,2,1.025
SUV,10,2,1.488
XE_MAY,2,3,0.457
PICKUP,16,1,1.72
PICKUP,20,6,1.858
SEDAN,5,3,0.883
XE_MAY,5,0,0.462
PICKUP,8,6,2.168
PICKUP,23,0,1.248
SEDAN,1,6,1.139
PICKUP,0,5,1.637
SEDAN,2,1,0.879
PICKUP,13,2,1.379
SEDAN,12,5,1.286
SEDAN,22,2,0.917
XE_MAY,10,6,0.798
SUV,18,4,1.235
XE_MAY,23,0,0.46
XE_MAY,23,2,0.46
PICKUP,13,5,1.849
PICKUP,23,6,1.603
PICKUP,9,6,2.209
PICKUP,22,1,1.294
SEDAN,23,6,1.183
XE_MAY,4,0,0.445
SUV,21,5,1.463
PICKUP,12,2,1.412
PICKUP,5,4,1.261
SUV,3,1,1.099
SUV,15,2,1.483
XE_MAY,18,4,0.509
PICKUP,9,2,1.716
PICKUP,10,6,2.136
SEDAN,4,0,0.924
SEDAN,13,4,0.99
SUV,18,4,1.262
SUV,3,2,1.142
SUV,5,0,1.146
SUV,8,3,1.54
PICKUP,7,1,1.384
SUV,8,4,1.532
XE_MAY,7,5,0.636
SUV,4,0,1.139
SEDAN,17,6,1.583
SEDAN,0,4,0.91
XE_MAY,17,4,0.591
SEDAN,0,3,0.92
XE_MAY,11,1,0.49
SUV,18,3,1.217
PICKUP,16,1,1.702
PICKUP,9,0,1.678
XE_MAY,14,3,0.51
PICKUP,8,0,1.668
SEDAN,8,5,1.529
XE_MAY,11,6,0.663
XE_MAY,23,6,0.587
SEDAN,23,0,0.883
SUV,5,4,1.14
SUV,8,3,1.501
XE_MAY,22,5,0.589
SUV,1,3,1.122
XE_MAY,22,6,0.597
SUV,6,6,1.491
XE_MAY,20,5,0.658
XE_MAY,7,1,0.488
PICKUP,7,5,1.857
SEDAN,8,3,1.212
SEDAN,15,6,1.578
SEDAN,23,3,0.893
SUV,4,1,1.151
XE_MAY,16,6,0.791
SEDAN,0,3,0.879
XE_MAY,15,4,0.597
SEDAN,22,1,0.921
XE_MAY,13,5,0.632
SUV,19,3,1.285
SEDAN,20,2,1.011
PICKUP,16,5,2.201
SEDAN,9,6,1.539
SEDAN,9,5,1.536
PICKUP,15,6,2.242
PICKUP,19,2,1.383
PICKUP,9,0,1.708
SEDAN,3,6,1.162
SUV,13,3,1.223
SUV,7,5,1.577
PICKUP,3,1,1.263
PICKUP,10,5,2.246
XE_MAY,11,5,0.645
PICKUP,22,1,1.249
PICKUP,15,4,1.664
PICKUP,21,1,1.262
XE_MAY,9,2,0.598
SEDAN,13,0,1.023
SUV,8,5,1.951
SUV,13,3,1.251
PICKUP,13,3,1.37
SUV,1,2,1.158
PICKUP,23,1,1.241
SUV,20,6,1.583
XE_MAY,9,3,0.606
PICKUP,7,4,1.408
SEDAN,17,1,1.194
XE_MAY,19,4,0.498
SUV,4,4,1.144
XE_MAY,23,0,0.442
PICKUP,2,6,1.669
SUV,11,6,1.64
XE_MAY,20,0,0.498
SEDAN,11,4,0.997
SEDAN,5,6,1.153
PICKUP,22,1,1.279
SUV,5,2,1.126
SUV,13,1,1.237
SEDAN,0,0,0.905
XE_MAY,16,0,0.618
PICKUP,15,0,1.673
SEDAN,9,2,1.23
XE_MAY,7,5,0.644
SEDAN,1,2,0.876
XE_MAY,12,5,0.638
PICKUP,4,6,1.63
SUV,2,0,1.106
XE_MAY,16,5,0.757
PICKUP,0,0,1.291
SEDAN,3,5,1.194
PICKUP,6,6,1.662
SUV,10,3,1.47
XE_MAY,9,2,0.586
PICKUP,6,0,1.227
SUV,20,4,1.267
PICKUP,12,2,1.436
PICKUP,2,1,1.255
PICKUP,17,2,1.642
PICKUP,9,5,2.186
SEDAN,12,0,0.991
PICKUP,23,3,1.251
SUV,17,5,1.964
XE_MAY,14,1,0.507
XE_MAY,12,6,0.635
SEDAN,14,2,0.972
PICKUP,18,0,1.442
SUV,10,1,1.476
XE_MAY,3,4,0.438
SEDAN,6,6,1.148
PICKUP,18,1,1.361
XE_MAY,4,3,0.447
PICKUP,16,5,2.224
SEDAN,1,6,1.159
PICKUP,8,3,1.674
SUV,23,2,1.137
SEDAN,1,2,0.9
PICKUP,0,2,1.287
SEDAN,17,6,1.594
PICKUP,17,3,1.631
SUV,20,1,1.271
SUV,14,5,1.621
PICKUP,16,4,1.729
XE_MAY,3,3,0.45
XE_MAY,12,1,0.515
XE_MAY,5,4,0.457
XE_MAY,5,1,0.443
PICKUP,3,0,1.263
PICKUP,15,1,1.73
PICKUP,4,5,1.673
PICKUP,12,0,1.366
SUV,3,3,1.139
SUV,23,5,1.449
SUV,16,2,1.456
SUV,18,5,1.616
SEDAN,4,2,0.886
SEDAN,19,5,1.325
SUV,16,4,1.485
SUV,15,3,1.529
SEDAN,10,5,1.513
SEDAN,5,4,0.89
PICKUP,0,2,1.24
PICKUP,5,1,1.24
PICKUP,2,0,1.227
SUV,22,1,1.104
SEDAN,22,0,0.903
PICKUP,10,0,1.659
XE_MAY,19,3,0.498
SEDAN,2,2,0.893
SEDAN,11,5,1.329
XE_MAY,6,2,0.461
SUV,13,4,1.249
SUV,11,4,1.237
PICKUP,8,4,1.64
SEDAN,2,4,0.924
SEDAN,3,5,1.139
SEDAN,8,1,1.185
SUV,18,0,1.235
SEDAN,16,4,1.187
PICKUP,10,4,1.646
SUV,23,6,1.487
PICKUP,6,1,1.231
XE_MAY,7,1,0.504
XE_MAY,19,1,0.489
SEDAN,5,3,0.877
XE_MAY,10,0,0.615
XE_MAY,4,4,0.442
PICKUP,13,5,1.855
PICKUP,10,2,1.684
XE_MAY,7,4,0.487
PICKUP,12,6,1.87
PICKUP,22,3,1.241
SUV,9,6,1.992
SUV,16,0,1.47
SEDAN,5,5,1.195
SUV,22,1,1.092
PICKUP,17,3,1.681
PICKUP,22,6,1.664
SUV,21,0,1.154
PICKUP,20,2,1.434
SEDAN,0,6,1.192
SUV,14,6,1.663
SUV,23,3,1.105
SEDAN,19,4,0.987
SEDAN,12,2,0.987
SEDAN,23,0,0.893
SEDAN,14,2,0.994
SEDAN,0,4,0.902
SUV,10,0,1.469
SUV,8,4,1.517
XE_MAY,19,2,0.49
XE_MAY,20,2,0.494
PICKUP,12,0,1.4
SUV,8,5,1.985
XE_MAY,18,6,0.659
XE_MAY,22,3,0.454
PICKUP,15,1,1.645
PICKUP,23,6,1.643
XE_MAY,1,2,0.439
XE_MAY,19,5,0.645
SEDAN,22,5,1.164
SEDAN,4,0,0.875
PICKUP,3,0,1.243
PICKUP,20,5,1.87
XE_MAY,10,0,0.616
SUV,6,5,1.45
XE_MAY,10,6,0.759
SUV,22,1,1.103
SUV,16,0,1.49
PICKUP,13,6,1.869
XE_MAY,2,1,0.44
SEDAN,23,2,0.914
XE_MAY,5,3,0.439
XE_MAY,8,4,0.617
SEDAN,22,4,0.894
PICKUP,5,5,1.665
XE_MAY,9,2,0.594
SUV,3,2,1.134
PICKUP,18,6,1.786
XE_MAY,18,3,0.489
XE_MAY,3,0,0.462
SEDAN,23,0,0.923
SEDAN,10,4,1.228
XE_MAY,5,6,0.589
XE_MAY,6,5,0.596
SUV,14,0,1.218
SEDAN,9,6,1.545
SEDAN,23,6,1.157
SEDAN,9,0,1.21
PICKUP,22,2,1.249
SEDAN,8,1,1.175
SUV,13,1,1.257
SEDAN,8,1,1.223
SEDAN,9,2,1.192
PICKUP,8,0,1.643
PICKUP,11,4,1.375
SUV,11,6,1.599
PICKUP,20,5,1.798
SEDAN,1,6,1.18
PICKUP,4,4,1.268
SEDAN,22,3,0.911
SUV,20,6,1.612
SUV,6,2,1.147
SUV,2,4,1.105
SEDAN,8,1,1.198
PICKUP,8,0,1.71
XE_MAY,16,5,0.765
SEDAN,15,1,1.172
PICKUP,18,2,1.432
SUV,18,3,1.238
XE_MAY,10,5,0.789
XE_MAY,20,2,0.486
XE_MAY,5,3,0.455
PICKUP,10,2,1.661
XE_MAY,5,2,0.438
SUV,5,3,1.132
SEDAN,0,3,0.886
PICKUP,18,4,1.39
PICKUP,23,3,1.228
PICKUP,7,2,1.37
SUV,19,2,1.235
PICKUP,21,3,1.229
SUV,1,1,1.153
XE_MAY,13,3,0.485
SUV,18,3,1.249
XE_MAY,5,4,0.44
SEDAN,9,4,1.186
SEDAN,18,6,1.333
SEDAN,4,5,1.146
SUV,1,0,1.156
SUV,4,6,1.437
SUV,14,3,1.268
SEDAN,14,0,1.003
SEDAN,6,1,0.921
SUV,9,0,1.505
SEDAN,7,6,1.303
SEDAN,13,0,0.982
SEDAN,4,5,1.147
SUV,0,3,1.153
SEDAN,11,0,0.99
PICKUP,17,5,2.167
PICKUP,22,1,1.28
PICKUP,21,3,1.248
PICKUP,22,1,1.294
XE_MAY,12,1,0.507
SUV,4,3,1.132
SUV,9,6,1.995
PICKUP,19,3,1.362
XE_MAY,11,3,0.493
XE_MAY,7,4,0.499
SEDAN,7,2,0.984
SUV,10,4,1.522
XE_MAY,19,4,0.513
PICKUP,2,5,1.631
SEDAN,4,3,0.891
SEDAN,1,1,0.925
SUV,13,0,1.246
SUV,12,5,1.624
SEDAN,13,1,0.991
SUV,9,3,1.537
PICKUP,1,2,1.265
PICKUP,5,1,1.28
PICKUP,21,4,1.284
XE_MAY,14,6,0.644
XE_MAY,11,5,0.647
XE_MAY,20,6,0.664
PICKUP,0,1,1.25
SUV,4,4,1.145
PICKUP,21,3,1.293
XE_MAY,15,5,0.786
PICKUP,13,6,1.846
XE_MAY,9,3,0.611
SUV,23,5,1.493
XE_MAY,19,6,0.646
PICKUP,16,2,1.635
PICKUP,22,2,1.253
SUV,3,6,1.478
SEDAN,13,4,0.997
PICKUP,21,0,1.279
SEDAN,0,2,0.892
SUV,6,4,1.134
PICKUP,13,0,1.374
PICKUP,9,0,1.705
XE_MAY,15,3,0.602
SUV,1,4,1.105
SUV,8,3,1.481
SUV,21,2,1.142
XE_MAY,17,2,0.599
SEDAN,9,2,1.18
PICKUP,0,3,1.295
SUV,9,5,1.975
XE_MAY,19,0,0.514
SUV,23,0,1.12
PICKUP,7,1,1.398
XE_MAY,17,0,0.614
SEDAN,23,1,0.901
PICKUP,13,2,1.417
SUV,14,5,1.601
SEDAN,23,6,1.166
PICKUP,1,0,1.232
SUV,11,0,1.228
SEDAN,19,5,1.261
XE_MAY,12,4,0.486
XE_MAY,10,5,0.802
SUV,13,3,1.231
XE_MAY,5,5,0.591
SUV,23,5,1.492
XE_MAY,13,0,0.502
SEDAN,18,2,0.979
SUV,19,4,1.267
SEDAN,22,6,1.177
XE_MAY,11,4,0.507
PICKUP,6,6,1.665
PICKUP,8,5,2.246
SEDAN,8,4,1.205
XE_MAY,19,3,0.495
SEDAN,21,2,0.908
SUV,0,3,1.096
SEDAN,0,6,1.198
PICKUP,21,1,1.231
SUV,8,3,1.485
SUV,3,1,1.146
SEDAN,0,5,1.177
